id,text,toxic,obscene,threat,insult,identity_hate
"""userName"":""seto****"",""userProfileImage""","""임영웅 독보적인 음색으로 감동을 선사하는 최고의 아티스트입니다 \n모든 순간 언제나 함께하며 영원히 응원합니다""",0.0,0.0,0.0,0.0,0.0
"""userName"":""sanh****"",""userProfileImage""","""임영웅 대세중의 대세 울 히어로 응원합니다""",0.0,0.0,0.0,0.0,0.0
"""userName"":""njh1****"",""userProfileImage""","""임영웅 우리들의 히어로  사랑하구 영원히\n함께 할께요   비교불가  절대지존  사랑합니다""",0.0,0.0,0.0,0.0,0.0
"""userName"":""llmi****"",""userProfileImage""","""임영웅 언제나 응원합니다""",0.0,0.0,0.0,0.0,0.0
"""userName"":""ssky****"",""userProfileImage""","""임영웅 그대가 가는길이 꽃길입니다\n오늘도 마음가는 곳마다\n꽃길이기를..""",0.0,0.0,0.0,0.0,0.0
"""userName"":""whru****"",""userProfileImage""","""임영웅  대체불가 명품가수  항상  응원합니다""",0.0,0.0,0.0,0.0,0.0
"""userName"":""area****"",""userProfileImage""","""친일 티비족선이 만든 뽕짝 딴따라들좀 꺼져라~~!!! 그게 음악이니???""",1.0,0.0,1.0,1.0,1.0
"""userName"":""wjst****"",""userProfileImage""","""ㅍㅎㅎ 웃는다""",0.0,0.0,0.0,0.0,0.0
"""userName"":""jes4****"",""userProfileImage""","""임영웅 빛나는 최고의 가수입니다  항상 응원합니다~~""",0.0,0.0,0.0,0.0,0.0
"""userName"":""jooy****"",""userProfileImage""","""임영웅 우리의 갓졍웅👍\n지구끝까지 응원합니다 ~ 사랑해웅 ♡""",0.0,0.0,0.0,0.0,0.0
"""userName"":""1207****"",""userProfileImage""","""임영웅 \n대세중대세인최고의우주대스타\n선한영향력넘치는임영웅\n빛나는내가수언제나\n응원합니다사랑합니다""",0.0,0.0,0.0,0.0,0.0
"""userName"":""happ****"",""userProfileImage""","""적수없는 임영웅  광폭행보와 선한영향력   행사 늘 응원하고 사랑합니다""",0.0,0.0,0.0,0.0,0.0
"""userName"":""kks7****"",""userProfileImage""","""임영웅 국보급 명품보이스 자랑스럽습니다""",0.0,0.0,0.0,0.0,0.0
"""userName"":""dbsa****"",""userProfileImage""","""임영웅 자랑스러워요 늘 사랑하고 늘 응원합니다""",0.0,0.0,0.0,0.0,0.0
"""userName"":""tnrh****"",""userProfileImage""","""임영웅 멋지고 훌륭한 아티스트 언제나 사랑하며 응원합니다""",0.0,0.0,0.0,0.0,0.0
"""userName"":""sss5****"",""userProfileImage""","""임영웅 대세중의 대세가수 늘 응원하고 사랑합니다.""",0.0,0.0,0.0,0.0,0.0
"""userName"":""kimh****"",""userProfileImage""","""임영웅  성실한청년 모범적인 임영웅  최고의 가수 빛나는 가수 임영웅 별빛같은 나의사랑아 임영웅 히어로 늘 응원합니다""",0.0,0.0,0.0,0.0,0.0
"""userName"":""dusg****"",""userProfileImage""","""임영웅 💕 \n뛰어난노래실력, 뛰어난미모, 뛰어난인성,\n뛰어난피지컬~^♡""",0.0,0.0,0.0,0.0,0.0
"""userName"":""dunk****"",""userProfileImage""","""임영웅 독보적인 존재감 오늘보다 내일이 더 기대되는 준비된 내가수 응원합니다""",0.0,0.0,0.0,0.0,0.0
"""userName"":""kmj4****"",""userProfileImage""","""임영웅 가요계의  보석보다 더 빛나는가수 아이돌차트 오래오래 승승장구하는 최고의가수""",0.0,0.0,0.0,0.0,0.0
"""userName"":""lkm4****"",""userProfileImage""","""임영웅 하늘에서 보내준 최고의 선물 선한영향력으로 위로와 감동을 주는 사람 전세계에 영웅님 노래 울려퍼지길 늘함께 응원합니다""",0.0,0.0,0.0,0.0,0.0
"""userName"":""sara****"",""userProfileImage""","""임영웅 가수로서 모든 게 갖추어진 가수입니다. 항상 팬을 먼저 생각하고 대중을 생각하는 임영웅 가수를 응원합니다""",0.0,0.0,0.0,0.0,0.0
"""userName"":""naya****"",""userProfileImage""","""임영웅 가창력 인성 피지컬 어느 하나 모자람없는 독보적인 가수 응원합니다""",0.0,0.0,0.0,0.0,0.0
"""userName"":""ryan****"",""userProfileImage""","""댓글들이 다 ai같노""",0.0,0.0,0.0,0.0,0.0
"""userName"":""elwm****"",""userProfileImage""","""임영웅 최고의가수 응원합니다""",0.0,0.0,0.0,0.0,0.0
"""userName"":""k083****"",""userProfileImage""","""임영웅 감성장인 \n임영웅 선한영향력 \n늘 응원하고 함께합니다.\n건행ㄱ""",0.0,0.0,0.0,0.0,0.0
"""userName"":""sug6****"",""userProfileImage""","""임영웅은 영웅이니까 그렇죠.\n그리고 임영웅이 한국인의 정서에 부합하는 최고의 가수니까 그렇지요~♡\n임영웅을 응원합니다~♡♡""",0.0,0.0,0.0,0.0,0.0
"""userName"":""bogh****"",""userProfileImage""","""임영웅 언제나 빛나는가수님 최고입니다 응원합니다""",0.0,0.0,0.0,0.0,0.0
"""userName"":""mjs6****"",""userProfileImage""","""진심과 최선을 다하는 가수와 영웅시대\n응원합니다""",0.0,0.0,0.0,0.0,0.0
"""userName"":""lee1****"",""userProfileImage""","""임영웅\n존재만으로 빛이나는 가수 언제나 사랑합니다""",0.0,0.0,0.0,0.0,0.0
"""userName"":""gke6****"",""userProfileImage""","""임영웅 훈훈한 외모 정감가는 인품 대중을 사로잡는 능력자  응원합니다""",0.0,0.0,0.0,0.0,0.0
"""userName"":""altj****"",""userProfileImage""","""임영웅 같은 스타가 많이 나와서 밝고 서로 도와주는 사회가 되기를 바랍니다.\n임영웅 응원합니다~^^""",0.0,0.0,0.0,0.0,0.0
"""userName"":""hero****"",""userProfileImage""","""임영웅 대한민국 핫한가수 응원합니다 사랑합니다""",0.0,0.0,0.0,0.0,0.0
"""userName"":""yipp****"",""userProfileImage""","""인기의 많고 적음이 아니라 아미들이 아차투표를 안하는거예요 그렇다고 인기가 떨어진게 아닙니다 \n임영웅님팬의 기반도 탄탄한것 인정하고 축하드려요""",0.0,0.0,0.0,0.0,0.0
"""userName"":""gnzi****"",""userProfileImage""","""임영웅  언제나 멋진 무대 고마워요 행복합니다""",0.0,0.0,0.0,0.0,0.0
"""userName"":""thfl****"",""userProfileImage""","""임영웅 장르불문 최고의 아티스트 대세스타 언제나 빛나는 히어로 응원합니다""",0.0,0.0,0.0,0.0,0.0
"""userName"":""sdsf****"",""userProfileImage""","""임영웅  아름다운 마음의 동참하시는 분들  존경합니다.\n임영웅    어디서나 빛나는 가수 응원합니다.""",0.0,0.0,0.0,0.0,0.0
"""userName"":""park****"",""userProfileImage""","""임영웅 최고의스타 명품보이스 응원합니다""",0.0,0.0,0.0,0.0,0.0
"""userName"":""did8****"",""userProfileImage""","""임영웅 독보적인 매력 선한인상 따뜻한목소리 언제나 사랑하고 응원합니다""",0.0,0.0,0.0,0.0,0.0
"""userName"":""rkds****"",""userProfileImage""","""임영웅 멋진가수 누구에게나 사랑받는 빛나는 가수 응원합니다""",0.0,0.0,0.0,0.0,0.0
"""userName"":""aks3****"",""userProfileImage""","""임영웅 가창력 최고의 가수 항상 응원합니다""",0.0,0.0,0.0,0.0,0.0
"""userName"":""july****"",""userProfileImage""","""임영웅 노래할때 가장 빛나는가수 응원합니다""",0.0,0.0,0.0,0.0,0.0
"""userName"":""elfs****"",""userProfileImage""","""감성보이스 임영웅👍👍👍""",0.0,0.0,0.0,0.0,0.0
"""userName"":""kmk0****"",""userProfileImage""","""임영웅 언제나  빛나는별 내가수 승승장구하세요""",0.0,0.0,0.0,0.0,0.0
"""userName"":""b031****"",""userProfileImage""","""임영웅 노래,인성,피지컬,예능까지 모두 갖춘 스타 히어로 영원히 사랑하고 응원합니다""",0.0,0.0,0.0,0.0,0.0
"""userName"":""tong****"",""userProfileImage""","""임영웅 항상 응원합니다""",0.0,0.0,0.0,0.0,0.0
"""userName"":""2h21****"",""userProfileImage""","""임영웅 가창력도 독보적인 보이스지만 선한 인성  선한영향력의 파급력에 박수를 보냅니다 언제나 응원합니다""",0.0,0.0,0.0,0.0,0.0
"""userName"":""manu****"",""userProfileImage""","""임영웅 빛이나는 최고가수 우리의 히어로~~~늘 응원합니다.""",0.0,0.0,0.0,0.0,0.0
"""userName"":""sach****"",""userProfileImage""","""임영웅과 영웅시대는  사랑입니다.~~""",0.0,0.0,0.0,0.0,0.0
"""userName"":""6021****"",""userProfileImage""","""임영웅 언제 어디서나 빛나는 아티스트 히어로 \n늘 응원합니다""",0.0,0.0,0.0,0.0,0.0
"""userName"":""vbnm****"",""userProfileImage""","""임영웅    이시대   최고의   감성장인   임영웅   언제나    무한응원과   사랑보내요""",0.0,0.0,0.0,0.0,0.0
"""userName"":""oeur****"",""userProfileImage""","""임영웅 장르불문 최고의실력파 명품보컬 \n어디서나 빛이나는 최고의가수 항상 응원합니다""",0.0,0.0,0.0,0.0,0.0
"""userName"":""youn****"",""userProfileImage""","""임영웅  독보적인  가수  최고의가수  응원합니다""",0.0,0.0,0.0,0.0,0.0
"""userName"":""ysch****"",""userProfileImage""","""임영웅 언제나 빛나는 내가수 항상 함께하며 끝까지 응원하고 사랑합니다""",0.0,0.0,0.0,0.0,0.0
"""userName"":""inzz****"",""userProfileImage""","""임영웅 음원강자의 위상\n임영웅 선한영향력 \n임영웅 ost사랑은 늘도망가""",0.0,0.0,0.0,0.0,0.0
"""userName"":""inzz****"",""userProfileImage""","""임영웅 선한영향력 \n임영웅 사랑은늘도망가\n임영웅 이제나만믿어요\n임영웅 HERO\n임영웅 kbs단독쇼""",0.0,0.0,0.0,0.0,0.0
"""userName"":""khsh****"",""userProfileImage""","""임영웅\n멋진 그 가수에  멋진 영웅시대의 환상의  아름다운 조합 그  자체가 사랑입니다  넘사벽 포에버""",0.0,0.0,0.0,0.0,0.0
"""userName"":""mag2****"",""userProfileImage""","""임영웅 응원합니다 \n어디서나 최고로 빛나는 임영웅 응원합니다""",0.0,0.0,0.0,0.0,0.0
"""userName"":""i022****"",""userProfileImage""","""임영웅 팬들과의 선순환이 아름답게 빛나는 팬덤 으로\n표본이 되기를 응원합니다 \n임영웅 We're HERO 임영웅 응원합니다 건행""",0.0,0.0,0.0,0.0,0.0
"""userName"":""kosk****"",""userProfileImage""","""임영웅을 사랑하는 영웅시대 최고입니다~~♡ 자랑스러운, 든든한 영웅시대 사랑합니다.""",0.0,0.0,0.0,0.0,0.0
"""userName"":""yuns****"",""userProfileImage""","""임영웅 언제나응원하고사렁합니다""",0.0,0.0,0.0,0.0,0.0
"""userName"":""akrm****"",""userProfileImage""","""임영웅 언제나 별빛처럼 빛나는 최고의가수 \n늘 사랑하고 응원합니다""",0.0,0.0,0.0,0.0,0.0
"""userName"":""popo****"",""userProfileImage""","""임영웅  영웅시대  선한영향력  팬이라서  자랑스러워요""",0.0,0.0,0.0,0.0,0.0
"""userName"":""qkdl****"",""userProfileImage""","""영웅님은\n영웅이시니까요~~\n영원한영웅\n임영웅!!\n응~~원합니다""",0.0,0.0,0.0,0.0,0.0
"""userName"":""rlaq****"",""userProfileImage""","""임영웅 언제나 빛나는가수 응원합니다 사랑해요""",0.0,0.0,0.0,0.0,0.0
"""userName"":""hso3****"",""userProfileImage""","""임영웅  대한민국 최고의 감성장인  임영웅  응원합니다""",0.0,0.0,0.0,0.0,0.0
"""userName"":""tjeh****"",""userProfileImage""","""임영웅 영웅시대 응원합니다""",0.0,0.0,0.0,0.0,0.0
"""userName"":""gs03****"",""userProfileImage""","""임영웅 어디서든 빛나는 내가수 임영웅 응원합니다""",0.0,0.0,0.0,0.0,0.0
"""userName"":""mizp****"",""userProfileImage""","""임영웅 선한영향력을 끼치는 가수 팬심을 기부와 봉사로 보여주는 영웅시대 응원합니다""",0.0,0.0,0.0,0.0,0.0
"""userName"":""swis****"",""userProfileImage""","""임영웅 영웅시대 선한영향력의 선순환\n임영웅  내가수 빛나는 내일을 응원합니다  드라마 OST 사랑은늘도망가 별빛같은나의사랑아 HERO 이제나만믿어요""",0.0,0.0,0.0,0.0,0.0
"""userName"":""ces7****"",""userProfileImage""","""임영웅 최고명품보이스 어디서나 빛나는 내가수 늘 응원합니다""",0.0,0.0,0.0,0.0,0.0
"""userName"":""pkm0****"",""userProfileImage""","""임영웅  어디서나 빛나는 최고의 가수  언제나 응원합니다 무한사랑 무한매력이  넘치는 사랑스러운 히어로  승승장구 하세요 건행 ㄱ""",0.0,0.0,0.0,0.0,0.0
"""userName"":""1500****"",""userProfileImage""","""임영웅 따뜻한보이스 넘 좋아요  응원합니다""",0.0,0.0,0.0,0.0,0.0
"""userName"":""ehdd****"",""userProfileImage""","""임영웅 항상 응원해요""",0.0,0.0,0.0,0.0,0.0
"""userName"":""sara****"",""userProfileImage""","""임영웅 본받을 게 참 많은 가수예요. 실력은 물론 기본이구요.""",0.0,0.0,0.0,0.0,0.0
"""userName"":""eunh****"",""userProfileImage""","""믿고 듣는 가수 임영웅 늘 응원합니다""",0.0,0.0,0.0,0.0,0.0
"""userName"":""vack****"",""userProfileImage""","""임영웅 참 아름다운 청년 임영웅 가수를 응원합니다""",0.0,0.0,0.0,0.0,0.0
"""userName"":""su00****"",""userProfileImage""","""임영웅  존재자체만으로도  행복합니다  감동과위로를 주는 가수 응원합니다""",0.0,0.0,0.0,0.0,0.0
"""userName"":""sjl1****"",""userProfileImage""","""임영웅 ❤❤❤\n곁에 웅님이 계서서 너무 행복합니다  언제나 응원합니다""",0.0,0.0,0.0,0.0,0.0
"""userName"":""ksdn****"",""userProfileImage""","""임영웅 한마디로  위로와  감동을 주는가수 입니다""",0.0,0.0,0.0,0.0,0.0
"""userName"":""oklk****"",""userProfileImage""","""임영웅 마음에 감동을 주는 가수\n영원히 함께합니다 사랑하고 응원합니다""",0.0,0.0,0.0,0.0,0.0
"""userName"":""oliv****"",""userProfileImage""","""임영웅과 영웅시대 응원 합니다""",0.0,0.0,0.0,0.0,0.0
"""userName"":""may7****"",""userProfileImage""","""임영움 아이원픽 \n최고의가수 응원합니다""",0.0,0.0,0.0,0.0,0.0
"""userName"":""impp****"",""userProfileImage""","""임영웅 독보적인 존재감 최고 어디서나 빛나는 내가수\n오늘 보다 더 빛날 내일을 응원합니다 꽃길만 걸어요""",0.0,0.0,0.0,0.0,0.0
"""userName"":""jysj****"",""userProfileImage""","""임영웅 사랑할만한 가수이기에 수많은 팬들이 함께 한다고 생각합니다""",0.0,0.0,0.0,0.0,0.0
"""userName"":""ysy8****"",""userProfileImage""","""임영웅 인성 짱의 최고 아티스트 \n  넘사벽 감성장인~ 언제나 응원하고 사랑합니다.""",0.0,0.0,0.0,0.0,0.0
"""userName"":""wjdf****"",""userProfileImage""","""임영웅 나를행복하고 가슴따뜻하게만드는사람\n고마워요 건행ㄱ""",0.0,0.0,0.0,0.0,0.0
"""userName"":""kck1****"",""userProfileImage""","""임영웅무대에서 노래할때 제일 빛이나는 가수 사람들에게 행복을주는 사람""",0.0,0.0,0.0,0.0,0.0
"""userName"":""ksdn****"",""userProfileImage""","""임영웅 트롯가수라지만 클라스가 다른 가수 쟝르불문 보여줄게 무궁 무진한 재간둥이 가수 입니다 세대를 아우르는 대한민국 최고의 가수입니다""",0.0,0.0,0.0,0.0,0.0
"""userName"":""irvi****"",""userProfileImage""","""임영웅 명품보이스 히어로 늘 응원해요 \n홧팅""",0.0,0.0,0.0,0.0,0.0
"""userName"":""9740****"",""userProfileImage""","""임영웅 모든날 모든 순간을 응원합니다""",0.0,0.0,0.0,0.0,0.0
"""userName"":""ysj9****"",""userProfileImage""","""꾸준히 좋은 일 하는 임영웅 응원합니다""",0.0,0.0,0.0,0.0,0.0
"""userName"":""kim0****"",""userProfileImage""","""임영웅~\n어디서나 빛나고 멋진가수 응원합니다\n임영웅 사랑합니다""",0.0,0.0,0.0,0.0,0.0
"""userName"":""suni****"",""userProfileImage""","""임영웅 \n사람 마음에 울림주는 품격있는 목소리와 \n부드러운 선한 카리스마로 선한영향력의\n모범 선구자 응응원합니다 사랑합니다 💕""",0.0,0.0,0.0,0.0,0.0
"""userName"":""bsb6****"",""userProfileImage""","""임영웅  사랑합니다 \n언제나  응원합니다""",0.0,0.0,0.0,0.0,0.0
"""userName"":""daew****"",""userProfileImage""","""임영웅 너무 멋진 히어로 늘 응원합니다💙🥰🤗""",0.0,0.0,0.0,0.0,0.0
"""userName"":""km13****"",""userProfileImage""","""임영웅 언제 어디서나 반짝반짝 빛나는별 임영웅 대세중에 대세 임영웅 응원합니다""",0.0,0.0,0.0,0.0,0.0
"""userName"":""dsl1****"",""userProfileImage""","""임영웅   빛나는 내가수 \n대세중에  대셰스타  \n언제나 빛나는 내가수 임영웅 사랑합니다 응원합니다 함께합니다""",0.0,0.0,0.0,0.0,0.0
"""userName"":""alsl****"",""userProfileImage""","""임영웅 감성장인 감성보컬 최고의가수 언제나 영원히 응원합니다""",0.0,0.0,0.0,0.0,0.0
"""userName"":""hyhy****"",""userProfileImage""","""임영웅  명품보이스,명풒 인성,명품아티스에게 언제나 응원합니다""",0.0,0.0,0.0,0.0,0.0
"""userName"":""jeon****"",""userProfileImage""","""임영웅가수는 장르불문 최고  선한영향력""",0.0,0.0,0.0,0.0,0.0
"""userName"":""wlsd****"",""userProfileImage""","""임영웅 늘 위로와 감동을주는  내가수 ~\n온마음다해 응원합니다""",0.0,0.0,0.0,0.0,0.0
"""userName"":""aba4****"",""userProfileImage""","""영원히 임영웅 함께해요 ~~당신의 앞날에 꽃길만 가득 펼쳐 지시길""",0.0,0.0,0.0,0.0,0.0
"""userName"":""vip5****"",""userProfileImage""","""임영웅 최고의가수 선한영향력 응원합니다""",0.0,0.0,0.0,0.0,0.0
"""userName"":""bing****"",""userProfileImage""","""임영웅 영웅시대 그 가수에 그 팬 자랑스럽네요""",0.0,0.0,0.0,0.0,0.0
"""userName"":""dove****"",""userProfileImage""","""댓글들을 보니 이렇게 사랑받는 스타가 또 있었던가 싶네요 영웅씨 진짜 좋기도 하겠지만 잘 하셔야겠어요 하긴 잘 하니까 이렇게 팬 충성도가 높은 거겠죠""",0.0,0.0,0.0,0.0,0.0
"""userName"":""choy****"",""userProfileImage""","""임영웅 영웅시대 응원합니다""",0.0,0.0,0.0,0.0,0.0
"""userName"":""wsh1****"",""userProfileImage""","""임영웅 선한영향력과 거대한 팬덤의 힘이며 최고의 고품격가수,영웅님의 더 높은 비상을 응원합니다""",0.0,0.0,0.0,0.0,0.0
"""userName"":""sky2****"",""userProfileImage""","""임영웅  우리곁에와줘서 고마워요  신이주신선물입니다""",0.0,0.0,0.0,0.0,0.0
"""userName"":""nsba****"",""userProfileImage""","""영웅님 감성장인 울가수님 성실한 \n그자채가 멋지십니다 별빛같이 \n늘 빛나세요 건~행ㄱ 하세요""",0.0,0.0,0.0,0.0,0.0
"""userName"":""jaka****"",""userProfileImage""","""임영웅 멋지고 아름다운 선한영향력의가수 응원합니다""",0.0,0.0,0.0,0.0,0.0
"""userName"":""youn****"",""userProfileImage""","""임영웅  감성장인  가수 응원합니다""",0.0,0.0,0.0,0.0,0.0
"""userName"":""2723****"",""userProfileImage""","""임영웅 멋진 아티스트  항상 응원합니다 건행""",0.0,0.0,0.0,0.0,0.0
"""userName"":""ek95****"",""userProfileImage""","""임영웅의 따뜻한 감성으로 위로받은 팬들도 선한 기부, 봉사 행렬이 줄을 있네요.\n언제나 응원합니다""",0.0,0.0,0.0,0.0,0.0
"""userName"":""jooy****"",""userProfileImage""","""임영웅 모든면에서 넘사벽인 내가수 언제나 자랑스러웅 ~지구끝까지 응원합니다♡""",0.0,0.0,0.0,0.0,0.0
"""userName"":""didw****"",""userProfileImage""","""세상에서 제일 아름다운청년 임영웅입니다\n임영웅 은 바로 사랑입니다♡♡♡""",0.0,0.0,0.0,0.0,0.0
"""userName"":""lhye****"",""userProfileImage""","""임영웅님의 빛나는 내일을 응원합니다""",0.0,0.0,0.0,0.0,0.0
"""userName"":""opal****"",""userProfileImage""","""임영웅  빛나는 내일을 응원합니다""",0.0,0.0,0.0,0.0,0.0
"""userName"":""kno1****"",""userProfileImage""","""임영웅 국보급보이스 너무좋아요  항상응원합니다""",0.0,0.0,0.0,0.0,0.0
"""userName"":""jsy2****"",""userProfileImage""","""임영웅 ❤\n임영웅 영웅시대 선한영향력 응원합니다""",0.0,0.0,0.0,0.0,0.0
"""userName"":""brea****"",""userProfileImage""","""팬과 찰떡 캐미가 환상적인 임영웅과 영웅시대!!!""",0.0,0.0,0.0,0.0,0.0
"""userName"":""jung****"",""userProfileImage""","""임영웅 은 정말 다정하고 친근하고 사랑스럽기 그지 없습니다 언제나 뭐든 다 주고픈 우리 가수 입니다""",0.0,0.0,0.0,0.0,0.0
"""userName"":""bbom****"",""userProfileImage""","""임영웅 항상 응원합니다~""",0.0,0.0,0.0,0.0,0.0
"""userName"":""ljs0****"",""userProfileImage""","""임영웅 빛나는스타 응원합니다""",0.0,0.0,0.0,0.0,0.0
"""userName"":""hmhm****"",""userProfileImage""","""임영웅 응원합니다""",0.0,0.0,0.0,0.0,0.0
"""userName"":""jjsh****"",""userProfileImage""","""임영웅의 선한영향력 과 팬덤 영웅시대의 선순환 고리는 지속 뎔것입니다 멋진 내가수의 모범 된 모습에 늘 행복합니다""",0.0,0.0,0.0,0.0,0.0
"""userName"":""mite****"",""userProfileImage""","""임영웅\n내가수 빛나는 내일을 응원합니다\n드라마OST\n사랑은늘도망가\n별빛같은나의사랑아\nHERO 이제나만믿어요""",0.0,0.0,0.0,0.0,0.0
"""userName"":""sohw****"",""userProfileImage""","""존재만으로 스스로 빛을 내는 가수는 임영웅뿐입니다.""",0.0,0.0,0.0,0.0,0.0
"""userName"":""nars****"",""userProfileImage""","""임영웅 위로와 힐링을 주는 히어로. 진정한 시대의 영웅입니다 늘 감사합니다""",0.0,0.0,0.0,0.0,0.0
"""userName"":""kskl****"",""userProfileImage""","""임영웅 !장르불문 전세대 인가 가수 노래한소절에 위로와 감동을 주는가수가 몇되지알지요  그중에 대세가수 입소문 만큼이나 정하고 진솔한가수  임영웅 응원합니다""",0.0,0.0,0.0,0.0,0.0
"""userName"":""alla****"",""userProfileImage""","""임영웅 을 사랑하다보니 저절로 선한 영향력안에 들어가게 되네요.\n좋은 기사 잘 읽고 갑니다♡""",0.0,0.0,0.0,0.0,0.0
"""userName"":""kosa****"",""userProfileImage""","""임영웅  선한영향력  영웅시대 \n임영웅 이제 영웅시대 만 믿어요\n임영웅 응원합니다""",0.0,0.0,0.0,0.0,0.0
"""userName"":""kota****"",""userProfileImage""","""임영웅 은 언제 어디서든 응원하고 싶은 가수입니다""",0.0,0.0,0.0,0.0,0.0
"""userName"":""doja****"",""userProfileImage""","""임영웅 언제나 어디서나 반짝반짝 빛나는 가수 언제나 응원합니다""",0.0,0.0,0.0,0.0,0.0
"""userName"":""aes9****"",""userProfileImage""","""임영웅 빛나는 스타  나의히어로 언제나 빛나길 응원합니다  #임영웅""",0.0,0.0,0.0,0.0,0.0
"""userName"":""rose****"",""userProfileImage""","""임영웅 영웅시대선한영향력 역시 최고 네요 응 ㅝㄴ합니다""",0.0,0.0,0.0,0.0,0.0
"""userName"":""cuty****"",""userProfileImage""","""임영웅  가수가 가는 모든길에 항상 함께 할 것입니다""",0.0,0.0,0.0,0.0,0.0
"""userName"":""rlqj****"",""userProfileImage""","""임영웅   언제  어디서나  빛나는  내가수  응원합니다""",0.0,0.0,0.0,0.0,0.0
"""userName"":""qodu****"",""userProfileImage""","""임영웅 최고의 명품 보이스 사랑합니다 응원합니다""",0.0,0.0,0.0,0.0,0.0
"""userName"":""leeh****"",""userProfileImage""","""임영웅 어디서든 최고로 빛나는 멋진가수 응원합니다""",0.0,0.0,0.0,0.0,0.0
"""userName"":""jjac****"",""userProfileImage""","""#임영웅\n선하고 인성좋아서 인기가 있는거죠~^^""",0.0,0.0,0.0,0.0,0.0
"""userName"":""jung****"",""userProfileImage""","""임영웅 평생 함께 하고픈 언제나 응원하고픈 나의 가수입니다 사랑해요""",0.0,0.0,0.0,0.0,0.0
"""userName"":""elfs****"",""userProfileImage""","""이시대 최고의 아티스트 \n임영웅은 사랑입니다💙""",0.0,0.0,0.0,0.0,0.0
"""userName"":""yka2****"",""userProfileImage""","""임영웅 선한영향력의 대명사 임영웅 영웅시대 영원한 동반자 멋진 가수 임영웅 응원해요""",0.0,0.0,0.0,0.0,0.0
"""userName"":""bke8****"",""userProfileImage""","""임영웅 언제어디서나 빛이나는가수 최고의가창력을가진가수  인성까지다갖춘 가수 사랑합니다""",0.0,0.0,0.0,0.0,0.0
"""userName"":""pjo0****"",""userProfileImage""","""임영웅 핫한 최고의가수 빛나는내가수 \n독보적인 최고의 인기가수 당연1위 응원합니다 ~~♡""",0.0,0.0,0.0,0.0,0.0
"""userName"":""9luc****"",""userProfileImage""","""임영웅 영웅시대 콘크리트같이 단단하게 영원히 가는 가수와 팬덤   선한 영향력 까지도 함께하는 대세 중에 대세!""",0.0,0.0,0.0,0.0,0.0
"""userName"":""ysch****"",""userProfileImage""","""임영웅 언제나 빛나는 낼을 격하게  응원합니다""",0.0,0.0,0.0,0.0,0.0
"""userName"":""lnm4****"",""userProfileImage""","""임영웅 영웅시대와 함께하는 선한영향력 많이 응원해요""",0.0,0.0,0.0,0.0,0.0
"""userName"":""hbk3****"",""userProfileImage""","""임영웅 어디서나빛나는 자랑스런 우리의히어로 사랑합니다""",0.0,0.0,0.0,0.0,0.0
"""userName"":""hbk3****"",""userProfileImage""","""임영웅 우주대스타   빛나는  마이히어로   영원히 영웅시대 와 함께\n합니다""",0.0,0.0,0.0,0.0,0.0
"""userName"":""hhyo****"",""userProfileImage""","""임영웅 세상 가장 멋지고 빛나는 가수 선한영향력의 응원합니다.""",0.0,0.0,0.0,0.0,0.0
"""userName"":""deu1****"",""userProfileImage""","""임영웅 영웅시대는 완전 찰떡케미  가족이니까 평생 같이 갑니다""",0.0,0.0,0.0,0.0,0.0
"""userName"":""euny****"",""userProfileImage""","""임영웅 언제나 최고중에 최고 가수 응원합니다 어제보다 오늘 더더더 응원합니다""",0.0,0.0,0.0,0.0,0.0
"""userName"":""hjp9****"",""userProfileImage""","""임영웅 선한영향력 최고의가수 응원합니다""",0.0,0.0,0.0,0.0,0.0
"""userName"":""mari****"",""userProfileImage""","""임영웅 팬들을 가족이라 생각하고 아껴주는 임영웅!💙 팬들의 충성도가 높을 수 밖에요^^""",0.0,0.0,0.0,0.0,0.0
"""userName"":""inso****"",""userProfileImage""","""임영웅  빛나는 최고의 별입니다 너무나 멋진 울가수님 언제나 항상응원합니다""",0.0,0.0,0.0,0.0,0.0
"""userName"":""ekth****"",""userProfileImage""","""임영웅 가수와 영웅시대의 긍정적 상호작용, 국내 팬덤 패러다임을 바꾸어 놓았죠.""",0.0,0.0,0.0,0.0,0.0
"""userName"":""euny****"",""userProfileImage""","""임영웅 언제어디서나 빛이나는 네가수 응원합니다""",0.0,0.0,0.0,0.0,0.0
"""userName"":""jini****"",""userProfileImage""","""임영웅 팬들을 가족이라 말하는  가수를  어찌 사랑하지 않을수 있을까  언제나 함께해요""",0.0,0.0,0.0,0.0,0.0
"""userName"":""jasg****"",""userProfileImage""","""임영웅 언제나 응원합니다 임영웅 이제나만믿어요 임영웅 힐링보이스""",0.0,0.0,0.0,0.0,0.0
"""userName"":""lkeo****"",""userProfileImage""","""임영웅 특별한 매력을 가진 명품가수 멋진 앞날을 응원해요""",0.0,0.0,0.0,0.0,0.0
"""userName"":""kimy****"",""userProfileImage""","""임영웅 역시는 역시 최고중의 최고 입니다 \n늘 응원합니다. 사랑합니다""",0.0,0.0,0.0,0.0,0.0
"""userName"":""chk8****"",""userProfileImage""","""임영웅 항상 행복을 주는 명품가수입니다 사랑은 늘 도망가 응원합니다""",0.0,0.0,0.0,0.0,0.0
"""userName"":""bshy****"",""userProfileImage""","""임영웅 넘사벽 가수  끝없이 응원합니다""",0.0,0.0,0.0,0.0,0.0
